Date,Assigned to,Newspaper,Link,Section,Key Words,Opinion adm,Opinion CDC,Briefly observation,Abstractor,
4/19/2020,Eliane,The New York Times,https://www.nytimes.com/2020/04/19/opinion/coronavirus-inequality-bernie-sanders.html?searchResultPosition=23,Opinion,"Health care, laid off",0,Nada,"As tens of millions of Americans are losing their jobs and incomes as a result of the pandemic, many of them are also losing their health insurance.",,
4/19/2020,Eliane,The New York Times,https://www.nytimes.com/2020/04/19/world/europe/coronavirus-spain-pets.html?searchResultPosition=24,Europe,"Animal shelter, animal protection workers",Nada,Nada,Spain grapples with moral and practical questions on caring for animals when their owners are suddenly sick.,,
4/19/2020,Eliane,The New York Times,https://www.nytimes.com/video/us/politics/100000007095812/cuomo-coronavirus-update.html?searchResultPosition=25,Politics,"Halftime, testing",Nada,Nada,Gov. Andrew M. Cuomo of New York discussed declining rates of Covid-19 hospitalizations and looked toward plans to keep numbers down.,,
4/19/2020,Eliane,The New York Times,https://www.nytimes.com/2020/04/19/opinion/letters/coronavirus-vulnerable-elderly.html?searchResultPosition=26,Letters,"Vaccine, stay-at-home protocols",Nada,Nada,Readers worry about those most at risk because of underlying conditions when the stay-at-home protocols end.,,
4/19/2020,Eliane,The New York Times,https://www.nytimes.com/2020/04/19/opinion/letters/coronavirus-churchill.html?searchResultPosition=27,Letters,"Food assistance, food banks",Nada,Nada,A reader looks for national leadership in the pandemic.,,
4/19/2020,Eliane,The New York Times,https://www.nytimes.com/2020/04/19/us/coronavirus-antibody-tests.html?searchResultPosition=28,U.S,"Antibody test, rapid test",-1,Nada,"The tests, many made in China without F.D.A. approval, are often inaccurate. Some doctors are misusing them. The rollout is nowhere close to the demand.",,
4/19/2020,Eliane,The New York Times,https://www.nytimes.com/2020/04/19/world/asia/india-coronavirus-lockdown.html?searchResultPosition=29,Asia Pacific,"stay-at-home orders, patrol squads, testing rates",Nada,Nada,Volunteers set up their own roadblocks. Neighborhoods set their own limits. The efforts could help the fractious country battle the outbreak but risk also stoking divisions and xenophobia.,,
4/19/2020,Eliane,The New York Times,https://www.nytimes.com/2020/04/19/sports/coronavirus-boston-marathon-running.html?searchResultPosition=30,Sports,"training, marathon",Nada,Nada,"When the coronavirus shut sports down, Boston rescheduled the race",,
4/19/2020,Eliane,The New York Times,https://www.nytimes.com/2020/04/19/world/asia/tokyo-japan-coronavirus.html?searchResultPosition=31,Asia Pacific,"state of emergency, lockdowns",Nada,Nada,Tokyo may have been lulled into complacency during the weeks when Japan contained the coronavirus while avoiding economically devastating lockdowns,,
4/19/2020,Eliane,The New York Times,https://www.nytimes.com/2020/04/19/world/asia/north-korea-denies-nice-note-trump.html?searchResultPosition=32,Asia Pacific,Vaunted relationship,-1,Nada,The North’s Foreign Ministry ​disputed an assertion by President Trump and warned that his relationship with Kim Jong-un should not “be misused for meeting selfish purposes.”,,
4/19/2020,Eliane,The New York Times,https://www.nytimes.com/2020/04/19/arts/design/art-auction-houses-sales-coronavirus.html?searchResultPosition=33,Art & Design,auction houses,Nada,Nada,"Auction houses now find themselves in uncharted territory, trying to find a way to keep their businesses afloat even as the future of buying art looks as if it may be forever changed.",,
4/19/2020,Eliane,The New York Times,https://www.nytimes.com/2020/04/19/us/coronavirus-bars-cash-donations.html?searchResultPosition=34,U.S,"unemployed staff, to tip",Nada,Nada,"Many restaurants and bars had to temporarily close or switch to delivery and takeout only, forcing owners to lay off or furlough employees.",,
4/19/2020,Eliane,The New York Times,https://www.nytimes.com/2020/04/19/nyregion/new-york-new-jersey-coronavirus-hospitals.html?searchResultPosition=35,New York,"disease, pneumonialike symptoms",Nada,Nada,Health care workers have had to determine in a matter of minutes who was sick enough to receive urgent care in a hospital and who could recover at home,,
4/19/2020,Eliane,The New York Times,https://www.nytimes.com/2020/04/19/business/media/coronavirus-hollywood-production-jobs.html?searchResultPosition=36,Media,shooting,Nada,Nada,Film and television production has ground to a halt because of the coronavirus pandemic,,
4/19/2020,Eliane,The New York Times,https://www.nytimes.com/2020/04/19/opinion/coronavirus-newspapers-journalism.html?searchResultPosition=37,Opinion,"advertising, journalism",Nada,Nada,The U.S. should emulate the French government’s resolve to fight for the news media industry.,,
4/19/2020,Eliane,The New York Times,https://www.nytimes.com/2020/04/19/opinion/trump-impeachment-coronavirus.html?searchResultPosition=39,Opinion,"protests, coronavirus restrictions",0,Nada,The reopen America protests are the logical conclusion of a twisted liberty movement.,,
4/19/2020,Eliane,The New York Times,https://www.nytimes.com/2020/04/19/opinion/trump-impeachment-coronavirus.html?searchResultPosition=39,Opinion,impeachment,-1,Nada,The president did not need to be removed from office because he has learned a “pretty big lesson” from his impeachment.,,
4/19/2020,Eliane,The New York Times,https://www.nytimes.com/2020/04/19/us/politics/coronavirus-small-business-aid-congress.html?searchResultPosition=40,Politics,"Coronavirus testing, Democrats",1,Nada,"The $450 billion agreement would also include more money for hospitals and coronavirus testing, which Democrats had insisted on.",,
4/19/2020,Eliane,The New York Times,https://www.nytimes.com/2020/04/19/world/asia/coronavirus-afghanistan-president-palace.html?searchResultPosition=41,Asia Pacific,"a raging war, impoverished nation, bureaucracy",Nada,Nada,The pandemic’s reach into the seat of power further tests war-torn Afghanistan.,,
4/19/2020,Eliane,The New York Times,https://www.nytimes.com/2020/04/19/nyregion/coronavirus-nj-andover-nursing-home-deaths.html?searchResultPosition=42,New York,"nursing homes, older residents, outbreak",Nada,Nada,"The sprawling New Jersey nursing home, which was chronically short of staff and protective equipment, quickly fell prey to the coronavirus.",,
4/19/2020,Eliane,The New York Times,https://www.nytimes.com/2020/04/19/us/coronavirus-governors-trump-tests.html?searchResultPosition=43,U.S,"restrictions, supplies",-1,Nada,Democratic and Republican governors bristled at claims from the Trump administration that the supply of tests was adequate to move firmly toward reopening the country.,,
4/19/2020,Eliane,The New York Times,https://www.nytimes.com/2020/04/19/world/europe/russia-komi-coronavirus.html?searchResultPosition=44,Europe,a lockdown on information,Nada,Nada,"Trailing only Moscow in per capita infection, Komi faces a serious health crisis and wants to know who leaked the bad news.",,
4/19/2020,Eliane,The New York Times,https://www.nytimes.com/2020/04/19/opinion/small-business-coronavirus.html?searchResultPosition=45,Opinion,"a small business, relief effort",-1,Nada,A small business trying to survive in a plague,,
4/26/2020,C,The New York Times,https://www.nytimes.com/2020/04/26/world/coronavirus-news.html?searchResultPosition=1,world,death toll,nada,nada,"the known global death toll surpases 200,000 but the real toll is a mistery",,
4/26/2020,C,The New York Times,https://www.nytimes.com/2020/04/26/sports/coronavirus-ledecky-olympics-swimmers.html?searchResultPosition=2,sports,"olimpyc medal, infectious disease",nada,nada,"Katie Ledecky, the five-time Olympic gold medalist is taking an infectious diseases class at Stanford and still finding a way to train.",,
4/26/2020,C,The New York Times,https://www.nytimes.com/2020/04/26/nyregion/coronavirus-new-york-university-hospital.html?searchResultPosition=3,health,"hospital, brooklyn",nada,nada,the inequities of new york's health system are clear at a public hospital in a section of Brooklyn,,
4/26/2020,C,The New York Times,https://www.nytimes.com/2020/04/26/world/asia/kim-jong-un-absence-north-korea.html?searchResultPosition=4,korea,nada,nada,nada,There are rumors about the North Korean leader’s health and speculation over his possible death,,
4/26/2020,C,The New York Times,https://www.nytimes.com/interactive/2020/04/26/us/us-hospital-access-coronavirus.html?searchResultPosition=5,health,rurral areas- coronavirus outbreak- hospitals,nada,nada,"As the coronavirus outbreak spreads into rural parts of the United States, more people who live far from a hospital are increasingly likely to need one.",,
4/26/2020,C,The New York Times,https://www.nytimes.com/2020/04/26/us/hospital-closures-west-virginia-ohio.html?searchResultPosition=6,health,hospitals closed,nada,nada,three hospitals in Ohioi and west Virginia  that had been acquired by a for profit company closed and left community straned witthout a hospital,,
4/26/2020,C,The New York Times,https://www.nytimes.com/2020/04/26/style/diplo-livestream-coronavirus.html?searchResultPosition=7,music,dj livestream,nada,nada,populard dj Diplo livestreamed from his living room,,
4/26/2020,C,The New York Times,https://www.nytimes.com/2020/04/26/world/europe/uk-us-coronavirus-briefings-trump-johnson.html?searchResultPosition=8,politics,uk briefings- white house,-1,nada,uk and us governments shape the narrative of how they deal with the pandemic,,
4/26/2020,C,The New York Times,https://www.nytimes.com/2020/04/26/us/politics/white-house-correspondents-dinner-bipartisan-trump.html?searchResultPosition=9,politics,Trump- shared experiences- ,-1,nada,Trump shows lettle interest in the tradition of national strife placing a pause upon the usual smallness of politics,,
4/26/2020,C,The New York Times,https://www.nytimes.com/2020/04/26/us/coronavirus-volunteer-emergency-responders.html?searchResultPosition=10,health,volunteer ambulances decrease - ,nada,nada,"the virus has taken a toll on of volunteer emergency response units, many of which are the sole respnders in urgent situations",,
